"ID","GENUS","SPECIES","SEROTYPE","ISOLATE_ID","RECEIVED_DATE","STATE","Month","Year","MEAT_TYPE","CUTS","ACQUISITION_DATE","RAISING_CLAIM","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","AMC_Sign","AMC","AMI_Sign","AMI","AMP_Sign","AMP","APR_Sign","APR","ATM_Sign","ATM","AXO_Sign","AXO","AZI_Sign","AZI","CAZ_Sign","CAZ","CEP_Sign","CEP","CHL_Sign","CHL","CIP_Sign","CIP","CLI_Sign","CLI","COT_Sign","COT","CTX_Sign","CTX","DAP_Sign","DAP","DOX_Sign","DOX","ERY_Sign","ERY","FEP_Sign","FEP","FFN_Sign","FFN","FIS_Sign","FIS","FOX_Sign","FOX","GEN_Sign","GEN","IMI_Sign","IMI","KAN_Sign","KAN","LIN_Sign","LIN","LZD_Sign","LZD","MER_Sign","MER","NAL_Sign","NAL","NIT_Sign","NIT","PEN_Sign","PEN","PTZ_Sign","PTZ","QDA_Sign","QDA","SMX_Sign","SMX","STR_Sign","Str","TEL_Sign","TEL","TET_Sign","TET","TGC_Sign","TGC","TIO_Sign","TIO","TYL_Sign","TYL","VAN_Sign","VAN","GENOTYPE","SRA_ACCESSION_NUMBER","BIOSAMPLE_ID","Aminoglycoside_Resist_Genes","Beta_lactam_Resist_Genes","Glycopeptide_Resist_Genes","Macrolide_Resist_Genes","QAC_Resist_Genes","Quinolone_Resist_Genes","Sulfonamide_Resist_Genes","Tetracycline_Resist_Genes","Trimethoprim_Resist_Genes","Phenicol_Resist_Genes","Other_Classes_Resist_Genes","CORRECTED_GENOTYPE"
210649995,"EC","coli","",210649995,"",NA,3,2021,NA,NA,"3/30/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"<=",0.25,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14322077","SAMN18869140","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210649996,"EC","coli","",210649996,"",NA,4,2021,NA,NA,"4/1/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14286883","SAMN18810970","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210651751,"EC","coli","",210651751,"",NA,4,2021,NA,NA,"4/5/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"blaEC mdtM","SRR14517487","SAMN19136001","","blaEC","","",NA,"","","","","","mdtM"," blaEC NA mdtM"
210651754,"EC","coli","",210651754,"",NA,4,2021,NA,NA,"4/6/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"acrF aph(3``)-Ib aph(6)-Id blaEC mdtM tet(B) uhpT(E350Q)","SRR14517497","SAMN19135992","aph(3'')-Ib aph(6)-Id","blaEC","","",NA,"","","tet(B)","","","acrF aph(3``)-Ib mdtM uhpT(E350Q)","aph(3'')-Ib aph(6)-Id blaEC  NA tet(B) acrF aph(3``)-Ib mdtM uhpT(E350Q)"
210651756,"EC","coli","",210651756,"",NA,4,2021,NA,NA,"4/6/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14517493","SAMN19136000","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210651758,"EC","coli","",210651758,"",NA,4,2021,NA,NA,"4/6/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"=",32,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"=",32,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM tet(A)","SRR14517490","SAMN19135998","","blaEC","","",NA,"","","tet(A)","","","acrF mdtM"," blaEC NA tet(A) acrF mdtM"
210651761,"EC","coli","",210651761,"",NA,4,2021,NA,NA,"4/6/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14517498","SAMN19135995","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210651766,"EC","coli","",210651766,"",NA,4,2021,NA,NA,"4/6/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC emrD mdtM","SRR14517509","SAMN19135985","","blaEC","","",NA,"","","","","","acrF emrD mdtM"," blaEC NA acrF emrD mdtM"
210653645,"EC","coli","",210653645,"",NA,4,2021,NA,NA,"4/12/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"acrF aph(3``)-Ib aph(6)-Id blaEC mdtM sul2 tet(B)","SRR14546507","SAMN19189853","aph(3'')-Ib aph(6)-Id","blaEC","","",NA,"","sul2","tet(B)","","","acrF aph(3``)-Ib mdtM","aph(3'')-Ib aph(6)-Id blaEC  NA sul2 tet(B) acrF aph(3``)-Ib mdtM"
210653646,"EC","coli","",210653646,"",NA,4,2021,NA,NA,"4/9/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14546503","SAMN19189854","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210653647,"EC","coli","",210653647,"",NA,4,2021,NA,NA,"4/9/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",16,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC fosA7 mdtM","SRR14546522","SAMN19189855","","blaEC","","",NA,"","","","","","acrF fosA7 mdtM"," blaEC NA acrF fosA7 mdtM"
210653648,"EC","coli","",210653648,"",NA,4,2021,NA,NA,"4/12/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14546518","SAMN19189856","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210653657,"EC","coli","",210653657,"",NA,4,2021,NA,NA,"4/12/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"acrF aph(3``)-Ib aph(6)-Id blaEC mdtM sul2 tet(B)","SRR14546505","SAMN19189864","aph(3'')-Ib aph(6)-Id","blaEC","","",NA,"","sul2","tet(B)","","","acrF aph(3``)-Ib mdtM","aph(3'')-Ib aph(6)-Id blaEC  NA sul2 tet(B) acrF aph(3``)-Ib mdtM"
210653660,"EC","coli","",210653660,"",NA,4,2021,NA,NA,"4/13/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"=",0.25,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,">",32,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"=",32,"",NA,"",NA,"",NA,"",NA,"acrF aph(3``)-Ib aph(6)-Id blaEC floR GyrA(S83L) mdtM sul2 tet(A)","SRR14546514","SAMN19189867","aph(3'')-Ib aph(6)-Id","blaEC","","",NA,"","sul2","tet(A)","","floR","acrF aph(3``)-Ib GyrA(S83L) mdtM","aph(3'')-Ib aph(6)-Id blaEC  NA sul2 tet(A) floR acrF aph(3``)-Ib GyrA(S83L) mdtM"
210653661,"EC","coli","",210653661,"",NA,4,2021,NA,NA,"4/13/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"=",32,"",NA,"",NA,"",NA,"",NA,"acrF aph(3``)-Ib aph(6)-Id blaEC blaTEM-1 floR mdtM sul2 tet(A)","SRR14546510","SAMN19189868","aph(3'')-Ib aph(6)-Id","blaEC blaTEM-1","","",NA,"","sul2","tet(A)","","floR","acrF aph(3``)-Ib mdtM","aph(3'')-Ib aph(6)-Id blaEC blaTEM-1  NA sul2 tet(A) floR acrF aph(3``)-Ib mdtM"
210655851,"EC","coli","",210655851,"",NA,4,2021,NA,NA,"4/16/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14571477","SAMN19236121","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655852,"EC","coli","",210655852,"",NA,4,2021,NA,NA,"4/16/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14572213","SAMN19236137","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655853,"EC","coli","",210655853,"",NA,4,2021,NA,NA,"4/19/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",16,NA,NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC blaTEM-1 mdtM","SRR14571476","SAMN19236136","","blaEC blaTEM-1","","",NA,"","","","","","acrF mdtM"," blaEC blaTEM-1 NA acrF mdtM"
210655854,"EC","coli","",210655854,"",NA,4,2021,NA,NA,"4/16/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14571837","SAMN19236135","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655859,"EC","coli","",210655859,"",NA,4,2021,NA,NA,"4/20/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"acrF blaEC fosA7.5 mdtM sul2 tet(B)","SRR14572435","SAMN19236134","","blaEC","","",NA,"","sul2","tet(B)","","","acrF fosA7.5 mdtM"," blaEC NA sul2 tet(B) acrF fosA7.5 mdtM"
210655861,"EC","coli","",210655861,"",NA,4,2021,NA,NA,"4/19/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14571849","SAMN19236132","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655862,"EC","coli","",210655862,"",NA,4,2021,NA,NA,"4/14/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14571375","SAMN19236131","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655871,"EC","coli","",210655871,"",NA,4,2021,NA,NA,"4/20/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14679432","SAMN19405339","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210655872,"EC","coli","",210655872,"",NA,4,2021,NA,NA,"4/22/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",2,NA,NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"blaEC mdtM","SRR14679291","SAMN19405340","","blaEC","","",NA,"","","","","","mdtM"," blaEC NA mdtM"
210657574,"EC","coli","",210657574,"",NA,4,2021,NA,NA,"4/26/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14679336","SAMN19405341","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210657575,"EC","coli","",210657575,"",NA,4,2021,NA,NA,"4/26/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14682013","SAMN19405342","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210657577,"EC","coli","",210657577,"",NA,4,2021,NA,NA,"4/26/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"=",8,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM tet(C)","SRR14679283","SAMN19405344","","blaEC","","",NA,"","","tet(C)","","","acrF mdtM"," blaEC NA tet(C) acrF mdtM"
210657579,"EC","coli","",210657579,"",NA,4,2021,NA,NA,"4/27/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"<=",0.25,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14679289","SAMN19405346","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210657586,"EC","coli","",210657586,"",NA,4,2021,NA,NA,"4/28/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14682020","SAMN19405349","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210659254,"EC","coli","",210659254,"",NA,5,2021,NA,NA,"5/3/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",32,NA,NA,">",32,NA,NA,"",NA,"=",16,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,">",32,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaCMY-2 blaEC fosA7.5 mdtM","SRR15046796","SAMN20064767","","blaCMY-2 blaEC","","",NA,"","","","","","acrF fosA7.5 mdtM"," blaCMY-2 blaEC NA acrF fosA7.5 mdtM"
210659261,"EC","coli","",210659261,"",NA,5,2021,NA,NA,"5/4/2021",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14724717","SAMN19515912","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210659264,"EC","coli","",210659264,"",NA,5,2021,NA,NA,"5/4/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",2,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14718708","SAMN19515910","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
210659266,"EC","coli","",210659266,"",NA,5,2021,NA,NA,"5/4/2021",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"",NA,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"acrF blaEC mdtM","SRR14715702","SAMN19515908","","blaEC","","",NA,"","","","","","acrF mdtM"," blaEC NA acrF mdtM"
