"ID","Year","LINCOSAMIDE","PHENICOL","PLEUROMUTILIN","AMINOGLYCOSIDE","BETA-LACTAM","FOLATE-PATHWAY-INHIBITOR","MACROLIDE","QUINOLONE","TETRACYCLINE"
"MO65211PPY30108",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30109",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30110",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30111",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30112",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30113",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30114",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30115",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30116",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30117",2020,NA,NA,NA,1,0,0,NA,NA,0
"MO65211PPY30118",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30119",2020,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY30120",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY30121",2020,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY40101",2021,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY40102",2021,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY40103",2021,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY40104",2021,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY40105",2021,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY40106",2021,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY50101",2022,NA,NA,NA,0,1,0,NA,NA,0
"MO65211PPY50102",2022,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY50103",2022,NA,NA,NA,0,0,0,NA,NA,0
"MO65211PPY50104",2022,NA,NA,NA,0,0,0,NA,NA,0
"MS39208PPY10003",2018,NA,NA,NA,1,1,0,NA,NA,NA
"MS39208PPY10020",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY10079",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY10191",2018,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY10223",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY10224",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY20018",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY20039",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY20106",2019,NA,NA,NA,0,1,0,NA,NA,NA
"MS39208PPY20147",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY20183",2019,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY30036",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY30175",2020,NA,NA,NA,0,1,0,NA,NA,NA
"MS39208PPY30176",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY30193",2020,NA,NA,NA,1,0,0,NA,NA,NA
"MS39208PPY30194",2020,NA,NA,NA,1,1,0,NA,NA,NA
"MS39208PPY30195",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY30196",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY30227",2020,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY40030",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY40111",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY40153",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MS39208PPY40154",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY40155",2021,NA,NA,NA,0,1,0,NA,NA,NA
"MS39208PPY40156",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MS39208PPY40186",2021,NA,NA,NA,1,0,0,NA,NA,NA
"MS39208PPY40213",2021,NA,NA,NA,1,1,0,NA,NA,NA
"MS39208PPY40292",2021,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY50086",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY50220",2022,NA,NA,NA,0,0,0,NA,NA,NA
"MS39208PPY50221",2022,NA,NA,NA,0,0,0,NA,NA,NA
"NC27607PPY40026",2021,NA,NA,NA,0,0,0,NA,NA,0
"NC27607PPY50009",2022,NA,NA,NA,0,0,0,NA,NA,0
"NC27607PPY50016",2022,NA,NA,NA,0,0,0,NA,NA,0
"NC27607PPY50059",2022,NA,NA,NA,0,0,0,NA,NA,0
"ND58102PPY20006",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20007",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20008",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20009",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20010",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20011",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20012",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20018",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20019",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20020",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20021",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20022",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20023",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20024",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20025",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20027",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20028",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20030",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20031",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20032",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20033",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20034",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20035",2019,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY20040",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20041",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20042",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20043",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20044",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20045",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20046",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20047",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20049",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20050",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20054",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20055",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20060",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20061",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20062",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20063",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20064",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20065",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20066",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20067",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20068",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20069",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20071",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20073",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20074",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20079",2019,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY20080",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20081",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20082",2019,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY20083",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20084",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20085",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20087",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20088",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20090",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20091",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20092",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20093",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20094",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY20095",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20096",2019,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY20099",2019,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30001",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30023",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30037",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30043",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30044",2020,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY30045",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30050",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30060",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30061",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30063",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30072",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30077",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30087",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30090",2020,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY30091",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30092",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30094",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30095",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30097",2020,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY30098",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30099",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30100",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30101",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30102",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30103",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30104",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30105",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30108",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30113",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30116",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30119",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30120",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30123",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30124",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30125",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30126",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30131",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30132",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30134",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30135",2020,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY30137",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30138",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30141",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30145",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30146",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30149",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30150",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30151",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30152",2020,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY30155",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30157",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30160",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30161",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30162",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30164",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30165",2020,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY30166",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30167",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30171",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30173",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30174",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY30175",2020,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY30193",2020,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40003",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40006",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40009",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40010",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40011",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40012",2021,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY40016",2021,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY40019",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40020",2021,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY40025",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40031",2021,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY40032",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40040",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40041",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40043",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40045",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40048",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40049",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40050",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40051",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40053",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40054",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40056",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40057",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40058",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40059",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40061",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40062",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40063",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40064",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40065",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40066",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40070",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40075",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40076",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40077",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40078",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40079",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40080",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40081",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40093",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40094",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40095",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40096",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40097",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40098",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40099",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40100",2021,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY40101",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40102",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40103",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40104",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40105",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40106",2021,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY40107",2021,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY40108",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40109",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40110",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40111",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40116",2021,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY40117",2021,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY40118",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40119",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40120",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY40121",2021,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50007",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50010",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50040",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50047",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50050",2022,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY50051",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50052",2022,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY50053",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50055",2022,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY50056",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50059",2022,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY50064",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50065",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50072",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50084",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50091",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50100",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50109",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50111",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50113",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50114",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50115",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50116",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50117",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50119",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50120",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50121",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50122",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50123",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50124",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50125",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50126",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50127",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50128",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50130",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50131",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50132",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50135",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50137",2022,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY50138",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50141",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50142",2022,NA,NA,NA,1,0,0,NA,NA,NA
"ND58102PPY50144",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50146",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50147",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50150",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50151",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50153",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50155",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50156",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50157",2022,NA,NA,NA,0,1,0,NA,NA,NA
"ND58102PPY50160",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50161",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50162",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50163",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50165",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50166",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50167",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50168",2022,NA,NA,NA,1,1,0,NA,NA,NA
"ND58102PPY50170",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50171",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50173",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50174",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50178",2022,NA,NA,NA,0,0,0,NA,NA,NA
"ND58102PPY50190",2022,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10013",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10023",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10024",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10026",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10027",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10029",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10031",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10035",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10039",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10040",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10041",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10042",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10044",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10045",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10046",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10048",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10054",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10055",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10056",2018,NA,NA,NA,0,1,0,NA,NA,NA
"NE68583PPY10058",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10060",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10061",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10062",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10063",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10064",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10065",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10067",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10070",2018,NA,NA,NA,0,1,0,NA,NA,NA
"NE68583PPY10071",2018,NA,NA,NA,0,1,0,NA,NA,NA
"NE68583PPY10073",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10086",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10087",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10088",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10091",2018,NA,NA,NA,1,1,0,NA,NA,NA
"NE68583PPY10092",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10095",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10127",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10128",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10131",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10136",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10167",2018,NA,NA,NA,1,1,0,NA,NA,NA
"NE68583PPY10170",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10181",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10191",2018,NA,NA,NA,0,1,0,NA,NA,NA
"NE68583PPY10215",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10224",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10225",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY10228",2018,NA,NA,NA,0,0,0,NA,NA,NA
"NE68583PPY20009",2019,NA,NA,NA,0,0,0,NA,NA,0
